time	distance	eps	steps
0.078	4.90312	0.7	9
0.129	5.14303	0.7	9
0.177	6.86209	0.7	11
0.105	5.48709	0.7	9
0.154	6.24365	0.7	10
0.081	4.10037	0.7	7
0.075	4.21924	0.7	8
0.082	4.49778	0.7	8
0.175	5.63509	0.7	10
0.112	5.0565	0.7	9
0.226	5.39389	0.7	9
0.08	4.38918	0.7	8
0.068	4.29606	0.72	7
0.077	4.26597	0.72	7
0.099	4.48263	0.72	8
0.135	5.02251	0.72	8
0.121	5.09737	0.72	9
0.07	4.23999	0.72	7
0.082	4.46006	0.72	8
0.062	4.10105	0.72	7
0.134	4.94059	0.72	8
0.151	6.66069	0.72	11
0.084	4.28047	0.72	7
0.081	4.17814	0.72	7
0.141	5.5177	0.72	9
0.17	4.81127	0.72	8
0.137	5.04656	0.72	9
0.167	5.19107	0.72	9
0.13	5.21235	0.72	9
0.149	4.45007	0.72	8
0.149	5.23373	0.72	9
0.123	5.24491	0.72	9
0.085	4.1902	0.72	7
0.137	6.6406	0.72	11
0.105	4.73688	0.72	8
0.107	4.17912	0.72	7
0.104	4.53307	0.72	8
0.068	4.21825	0.72	7
0.143	4.8786	0.72	8
0.093	4.37799	0.72	8
0.088	4.1125	0.72	7
0.15	4.87865	0.72	8
0.206	5.30938	0.72	9
0.31	4.91645	0.72	8
0.089	4.6457	0.72	8
0.238	5.97716	0.72	10
0.117	5.01826	0.72	8
0.075	4.18518	0.72	7
0.076	4.33078	0.72	8
0.099	4.25	0.72	7
0.167	5.22018	0.72	9
0.091	4.60818	0.72	8
0.072	4.12106	0.74	7
0.076	4.24838	0.74	7
0.098	4.59451	0.74	8
0.116	5.08426	0.74	8
0.106	4.72763	0.74	8
0.204	6.90567	0.74	11
0.11	4.90902	0.74	8
0.07	4.28695	0.74	7
0.07	4.29986	0.74	7
0.152	6.00223	0.74	10
0.13	4.80257	0.74	8
0.081	4.42482	0.74	7
0.127	5.21757	0.74	9
0.088	4.93828	0.74	8
0.075	4.28142	0.74	7
0.063	4.09352	0.74	7
0.076	4.31284	0.74	7
0.089	4.46219	0.74	8
0.089	4.46378	0.74	8
0.098	4.47097	0.74	8
0.132	4.98981	0.74	8
0.132	5.22313	0.74	9
0.186	6.84784	0.74	11
0.081	4.42844	0.74	7
0.174	5.51937	0.74	9
0.088	4.30128	0.74	7
0.137	4.92587	0.74	8
0.13	5.06087	0.74	8
0.101	4.16172	0.74	7
0.084	4.41635	0.74	7
0.139	5.22787	0.74	9
0.063	4.13462	0.74	7
0.093	4.52684	0.74	8
0.139	4.92195	0.74	8
0.136	6.49031	0.74	10
0.367	6.39678	0.74	10
0.07	4.17704	0.74	7
0.118	4.85212	0.74	8
0.135	5.48064	0.74	9
0.103	4.09445	0.74	7
0.165	5.2479	0.76	8
0.131	4.30348	0.76	7
0.099	4.33732	0.76	7
0.143	4.76713	0.76	8
0.083	4.25542	0.76	7
0.087	4.60876	0.76	8
0.144	4.24981	0.76	7
0.175	5.10075	0.76	8
0.139	5.61232	0.76	9
0.068	4.20361	0.76	7
0.094	4.89258	0.76	8
0.129	4.53476	0.76	7
0.268	8.18484	0.76	12
0.085	4.30938	0.76	7
0.151	5.82223	0.76	9
0.12	4.85446	0.76	8
0.089	4.14937	0.76	7
0.115	4.29387	0.76	7
0.137	6.32747	0.76	10
0.207	4.45221	0.76	7
0.136	6.02285	0.76	9
0.074	4.25817	0.76	7
0.234	7.24484	0.76	11
0.144	4.8657	0.76	8
0.075	4.28669	0.76	7
0.112	5.11531	0.76	8
0.091	5.12654	0.76	8
0.404	5.23587	0.76	8
0.106	4.49482	0.76	7
0.072	4.2891	0.76	7
0.137	5.13513	0.76	8
0.132	4.98009	0.76	8
0.085	4.48211	0.76	7
0.108	4.33588	0.76	7
0.087	4.45738	0.76	7
0.069	4.12377	0.76	7
0.201	4.25405	0.76	7
0.123	4.72579	0.76	8
0.081	4.35104	0.76	7
0.093	4.63155	0.76	8
0.121	4.58193	0.78	7
0.087	4.55773	0.78	7
0.113	4.2	0.78	7
0.08	4.46524	0.78	7
0.095	4.24298	0.78	7
0.104	5.7571	0.78	9
0.098	4.84857	0.78	8
0.169	6.45267	0.78	10
0.13	4.73473	0.78	8
0.103	4.19581	0.78	7
0.13	5.14281	0.78	8
0.126	5.04542	0.78	8
0.182	6.23395	0.78	9
0.066	4.284	0.78	7
0.107	6.01062	0.78	9
0.074	4.2105	0.78	7
0.084	4.60058	0.78	7
0.101	4.60599	0.78	7
0.203	6.74604	0.78	10
0.085	4.13533	0.78	7
0.084	4.34617	0.78	7
0.083	4.41208	0.78	7
0.09	4.47299	0.78	7
0.152	4.59884	0.78	7
0.107	4.30205	0.78	7
0.081	4.58988	0.78	7
0.072	4.33263	0.78	7
0.152	5.79517	0.78	9
0.075	4.22743	0.78	7
0.096	5.04308	0.78	8
0.076	4.39662	0.78	7
0.293	5.58291	0.78	9
0.141	4.29771	0.78	7
0.085	4.85923	0.78	8
0.173	6.31463	0.78	10
0.112	4.95578	0.78	8
0.103	5.72434	0.78	9
0.134	4.88201	0.78	8
0.203	8.34182	0.78	12
0.168	5.0743	0.78	8
0.116	4.40931	0.8	7
0.091	4.77919	0.8	7
0.094	4.55046	0.8	7
0.113	5.15818	0.8	8
0.077	4.15567	0.8	7
0.071	4.31063	0.8	7
0.137	5.29839	0.8	8
0.076	4.67989	0.8	7
0.136	5.22493	0.8	8
0.162	5.68351	0.8	9
0.1	4.76206	0.8	7
0.173	5.75175	0.8	9
0.141	4.92728	0.8	8
0.093	4.3883	0.8	7
0.154	6.10152	0.8	9
0.19	5.51867	0.8	8
0.137	4.83731	0.8	8
0.12	5.30363	0.8	8
0.15	4.79978	0.8	7
0.08	4.44009	0.8	7
0.168	4.66066	0.8	7
0.19	4.79621	0.8	7
0.081	4.2754	0.8	7
0.156	5.6144	0.8	9
0.146	5.35669	0.8	8
0.122	4.69701	0.8	7
0.073	4.30935	0.8	7
0.232	5.4594	0.8	8
0.08	4.2023	0.8	7
0.109	4.94816	0.8	8
0.084	4.54034	0.8	7
0.084	4.08951	0.8	7
0.076	4.20471	0.8	7
0.129	5.35135	0.8	8
0.154	5.65527	0.8	9
0.145	4.45915	0.8	7
0.138	5.16626	0.8	8
0.1	4.65615	0.8	7
0.112	4.49888	0.8	7
0.126	4.98843	0.8	8
0.089	4.66535	0.82	7
0.076	4.34469	0.82	7
0.178	5.3047	0.82	8
0.139	6.53446	0.82	9
0.092	4.37263	0.82	7
0.076	4.37007	0.82	7
0.083	4.42219	0.82	7
0.076	4.26975	0.82	7
0.072	4.19851	0.82	7
0.081	4.36434	0.82	7
0.104	5.04367	0.82	8
0.142	5.44495	0.82	8
0.117	4.55357	0.82	7
0.093	5.04472	0.82	8
0.08	4.62479	0.82	7
0.087	4.94089	0.82	8
0.151	4.83869	0.82	7
0.13	5.00546	0.82	8
0.07	4.16767	0.82	7
0.083	4.6994	0.82	7
0.154	6.06648	0.82	9
0.109	4.15844	0.82	7
0.175	4.64114	0.82	7
0.134	4.31542	0.82	7
0.178	5.01134	0.82	8
0.118	5.04747	0.82	8
0.079	4.44663	0.82	7
0.137	5.34857	0.82	8
0.082	4.81148	0.82	7
0.184	5.79163	0.82	9
0.11	5.01086	0.82	8
0.08	4.21381	0.82	7
0.135	5.78978	0.82	9
0.107	4.27215	0.82	7
0.11	5.27925	0.82	8
0.074	4.32982	0.82	7
0.086	4.41536	0.82	7
0.077	4.11012	0.82	7
0.08	4.48359	0.82	7
0.089	4.23693	0.82	7
0.079	4.19697	0.84	6
0.063	4.26634	0.84	7
0.247	8.43675	0.84	12
0.093	4.19844	0.84	6
0.177	7.22078	0.84	10
0.177	6.18424	0.84	9
0.097	4.78355	0.84	7
0.067	4.31953	0.84	7
0.099	4.41391	0.84	7
0.122	5.23441	0.84	8
0.079	4.1848	0.84	6
0.107	4.66581	0.84	7
0.106	4.25203	0.84	7
0.125	4.39628	0.84	7
0.088	4.64431	0.84	7
0.101	4.20804	0.84	7
0.135	4.6417	0.84	7
0.091	4.90722	0.84	7
0.068	4.22186	0.84	7
0.097	4.66365	0.84	7
0.183	4.41681	0.84	7
0.187	5.04689	0.84	8
0.075	4.4064	0.84	7
0.094	4.62263	0.84	7
0.157	4.65838	0.84	7
0.073	4.27282	0.84	7
0.066	4.13896	0.84	6
0.069	4.32282	0.84	7
0.104	4.47492	0.84	7
0.068	4.2179	0.84	7
0.075	4.16154	0.84	6
0.092	4.29184	0.84	7
0.121	4.63926	0.84	7
0.109	4.44958	0.84	7
0.083	4.19293	0.84	6
0.078	4.30243	0.84	7
0.081	4.21131	0.84	7
0.082	4.51466	0.84	7
0.118	5.3178	0.84	8
0.082	4.5073	0.84	7
0.102	5.25578	0.86	8
0.099	4.2799	0.86	6
0.086	5.19944	0.86	8
0.072	4.21612	0.86	6
0.126	4.96459	0.86	7
0.129	4.8759	0.86	7
0.076	4.15181	0.86	6
0.09	4.48575	0.86	7
0.076	4.108	0.86	6
0.089	4.61114	0.86	7
0.153	4.24936	0.86	6
0.084	4.22661	0.86	6
0.143	5.4413	0.86	8
0.076	4.23668	0.86	6
0.099	4.46795	0.86	7
0.086	4.24256	0.86	6
0.148	6.1659	0.86	9
0.103	4.38913	0.86	7
0.074	4.10887	0.86	6
0.135	4.77015	0.86	7
0.083	4.42586	0.86	7
0.13	5.06209	0.86	7
0.065	4.19359	0.86	6
0.082	4.35331	0.86	7
0.141	5.1104	0.86	7
0.083	4.68472	0.86	7
0.127	4.19468	0.86	6
0.093	4.43411	0.86	7
0.094	4.40785	0.86	7
0.118	5.00973	0.86	7
0.209	5.11165	0.86	7
0.079	4.46336	0.86	7
0.094	4.18573	0.86	6
0.105	4.37559	0.86	7
0.091	4.73734	0.86	7
0.115	5.2414	0.86	8
0.09	4.76731	0.86	7
0.079	4.45689	0.86	7
0.069	4.17893	0.86	6
0.129	4.1754	0.86	6
0.175	4.27008	0.88	6
0.082	4.17692	0.88	6
0.149	6.19043	0.88	9
0.092	4.46581	0.88	7
0.09	4.82906	0.88	7
0.111	4.73137	0.88	7
0.08	4.46784	0.88	7
0.071	4.26804	0.88	6
0.073	4.21441	0.88	6
0.079	4.34816	0.88	6
0.065	4.4203	0.88	7
0.118	6.04533	0.88	8
0.226	6.87736	0.88	9
0.085	4.83183	0.88	7
0.117	6.02865	0.88	8
0.076	4.17187	0.88	6
0.069	4.40223	0.88	7
0.106	4.94008	0.88	7
0.128	5.06438	0.88	7
0.135	5.81774	0.88	8
0.118	4.34497	0.88	6
0.132	4.56708	0.88	7
0.105	4.57864	0.88	7
0.149	5.43926	0.88	8
0.083	4.2453	0.88	6
0.217	6.12268	0.88	8
0.112	5.02955	0.88	7
0.085	4.21026	0.88	6
0.104	5.47499	0.88	8
0.077	4.14967	0.88	6
0.192	6.46002	0.88	9
0.143	4.29742	0.88	6
0.137	4.16207	0.88	6
0.107	4.11116	0.88	6
0.131	4.66274	0.88	7
0.244	6.97663	0.88	9
0.259	8.4429	0.88	11
0.14	4.50068	0.88	7
0.065	4.26057	0.88	6
0.091	4.13548	0.88	6
0.096	4.58262	0.9	7
0.104	4.49856	0.9	6
0.085	4.97464	0.9	7
0.081	4.47316	0.9	6
0.115	5.84492	0.9	8
0.082	4.54449	0.9	7
0.072	4.2709	0.9	6
0.069	4.26996	0.9	6
0.16	5.26955	0.9	7
0.117	5.7737	0.9	8
0.088	4.93933	0.9	7
0.194	5.6867	0.9	8
0.095	5.18265	0.9	7
0.16	5.70674	0.9	8
0.082	4.98325	0.9	7
0.072	4.37596	0.9	6
0.118	4.31979	0.9	6
0.088	4.69088	0.9	7
0.124	5.15461	0.9	7
0.071	4.1391	0.9	6
0.109	4.57396	0.9	7
0.12	4.92557	0.9	7
0.17	4.51185	0.9	7
0.075	4.38494	0.9	6
0.142	5.55427	0.9	8
0.103	5.62642	0.9	8
0.134	5.34147	0.9	7
0.132	4.17342	0.9	6
0.152	5.7966	0.9	8
0.082	4.23229	0.9	6
0.139	5.94937	0.9	8
0.102	5.35647	0.9	7
0.258	4.74422	0.9	7
0.076	4.45028	0.9	6
0.072	4.31583	0.9	6
0.105	4.54928	0.9	7
0.074	4.39386	0.9	6
0.078	4.25847	0.9	6
0.121	4.30725	0.9	6
0.078	4.75252	0.9	7
0.093	4.88865	0.92	7
0.091	4.35102	0.92	6
0.105	5.36205	0.92	7
0.088	4.74804	0.92	7
0.077	4.36083	0.92	6
0.072	4.26792	0.92	6
0.123	4.73979	0.92	7
0.093	4.30283	0.92	6
0.162	4.82473	0.92	7
0.116	4.36551	0.92	6
0.078	4.392	0.92	6
0.178	5.92978	0.92	8
0.113	5.23007	0.92	7
0.078	4.23168	0.92	6
0.077	4.41581	0.92	6
0.196	5.03098	0.92	7
0.088	4.84358	0.92	7
0.089	4.5049	0.92	6
0.153	4.15677	0.92	6
0.108	4.51415	0.92	6
0.078	4.44728	0.92	6
0.079	4.19781	0.92	6
0.081	4.26531	0.92	6
0.077	4.35172	0.92	6
0.126	4.91582	0.92	7
0.123	4.10877	0.92	6
0.09	4.37085	0.92	6
0.1	4.74734	0.92	7
0.091	4.89063	0.92	7
0.076	4.2469	0.92	6
0.081	4.33232	0.92	6
0.094	4.20798	0.92	6
0.074	4.48763	0.92	6
0.091	4.56055	0.92	6
0.139	5.50056	0.92	7
0.124	4.35384	0.92	6
0.192	5.87886	0.92	8
0.082	4.55261	0.92	6
0.191	6.22296	0.92	8
0.069	4.08708	0.92	6
0.074	4.47962	0.94	6
0.13	6.0595	0.94	8
0.175	5.84481	0.94	8
0.107	5.17357	0.94	7
0.078	4.13411	0.94	6
0.103	4.33286	0.94	6
0.148	9.03694	0.94	11
0.085	4.58605	0.94	6
0.117	5.61963	0.94	7
0.083	4.25531	0.94	6
0.096	4.51987	0.94	6
0.083	4.2424	0.94	6
0.101	4.24362	0.94	6
0.093	4.54316	0.94	6
0.079	4.05512	0.94	6
0.086	4.26468	0.94	6
0.13	4.56228	0.94	6
0.102	4.3955	0.94	6
0.103	4.55055	0.94	6
0.091	4.94163	0.94	7
0.187	6.30289	0.94	8
0.142	6.42169	0.94	8
0.088	4.55911	0.94	6
0.227	9.0003	0.94	11
0.104	4.47099	0.94	6
0.179	5.66055	0.94	8
0.074	4.26059	0.94	6
0.074	4.47206	0.94	6
0.145	5.53288	0.94	7
0.122	4.31911	0.94	6
0.081	4.34111	0.94	6
0.098	4.85124	0.94	7
0.074	4.16649	0.94	6
0.112	4.41265	0.94	6
0.099	4.82814	0.94	7
0.126	6.20973	0.94	8
0.09	4.17872	0.94	6
0.109	4.23416	0.94	6
0.139	6.86974	0.94	9
0.084	4.2151	0.94	6
0.076	4.29251	0.96	6
0.078	4.49884	0.96	6
0.196	5.02521	0.96	7
0.083	4.35594	0.96	6
0.104	5.2579	0.96	7
0.176	5.45059	0.96	7
0.075	4.3511	0.96	6
0.118	4.61676	0.96	6
0.08	4.41962	0.96	6
0.125	5.36492	0.96	7
0.127	5.05511	0.96	7
0.084	4.36903	0.96	6
0.107	4.71767	0.96	6
0.082	4.51121	0.96	6
0.127	4.97543	0.96	7
0.136	5.3765	0.96	7
0.074	4.08095	0.96	6
0.153	5.836	0.96	8
0.101	4.33473	0.96	6
0.134	4.68321	0.96	6
0.144	6.06047	0.96	8
0.083	4.54259	0.96	6
0.084	4.46079	0.96	6
0.079	4.64755	0.96	6
0.085	4.83395	0.96	7
0.122	4.95532	0.96	7
0.116	5.21724	0.96	7
0.099	4.4776	0.96	6
0.079	4.40642	0.96	6
0.147	5.91121	0.96	8
0.129	6.07913	0.96	8
0.092	4.28546	0.96	6
0.092	4.55612	0.96	6
0.077	4.15914	0.96	6
0.084	4.63415	0.96	6
0.091	4.58593	0.96	6
0.088	4.46345	0.96	6
0.095	4.57114	0.96	6
0.145	5.4839	0.96	7
0.084	4.66498	0.96	6
0.084	4.61976	0.98	6
0.079	4.42663	0.98	6
0.072	4.25122	0.98	6
0.123	5.13987	0.98	7
0.094	4.79602	0.98	6
0.127	4.43412	0.98	6
0.113	4.37785	0.98	6
0.087	4.43667	0.98	6
0.087	4.48537	0.98	6
0.1	5.16339	0.98	7
0.115	5.34243	0.98	7
0.145	4.42377	0.98	6
0.088	4.51432	0.98	6
0.092	4.46873	0.98	6
0.148	4.62964	0.98	6
0.113	4.19009	0.98	6
0.169	4.17768	0.98	6
0.075	4.4349	0.98	6
0.077	4.36071	0.98	6
0.074	4.07109	0.98	6
0.078	4.37387	0.98	6
0.086	4.4448	0.98	6
0.106	4.34513	0.98	6
0.15	4.30889	0.98	6
0.086	4.30159	0.98	6
0.112	5.29112	0.98	7
0.119	5.52841	0.98	7
0.1	4.18051	0.98	6
0.29	4.65041	0.98	6
0.08	4.42926	0.98	6
0.175	7.20758	0.98	9
0.174	5.99532	0.98	8
0.129	4.81253	0.98	6
0.067	4.26156	0.98	6
0.136	4.10073	0.98	6
0.098	4.09427	0.98	6
0.084	4.3041	0.98	6
0.088	4.52648	0.98	6
0.084	4.56152	0.98	6
0.081	4.19138	0.98	6
